company,url,flag,industry,size
Exoticca Travel UK Limited,https://www.exoticca.com/uk,,Tour operator activities,Medium (turnover ≤£36m)
Securigroup Services Limited,https://www.securigroup.co.uk/,,Private security activities,Medium (turnover ≤£36m)
Nexus Leeds Limited,https://nexusleeds.co.uk/,,Combined facilities support activities,Medium (turnover ≤£36m)
Antac Support Services Ltd,https://antac.co.uk/,,Combined facilities support activities,Medium (turnover ≤£36m)
Wetton Cleaning Services Limited,https://www.wettons.co.uk/,,General cleaning of buildings,Medium (turnover ≤£36m)
Arrow Film Converters Limited,http://www.afcltd.co.uk/,,Packaging activities,Medium (turnover ≤£36m)
Shrieve Products International Limited,https://shrieve.com/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
Office Space In Town Limited,https://www.officespaceintown.com/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
Littlebourne House Limited,https://www.littlebournecarehome.co.uk/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
European Glass Group Limited,http://egi-uk.com/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
Stor-A-File Limited,https://www.storafile.co.uk/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
Cable and Accessories (Northern Ireland) Limited,https://www.cableandaccessoriesonline.com/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
Fassi (U.K.) Limited,https://www.fassiuk.com/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
Ashton Lodge (Sunbury) Ltd,https://ashtonlodgeofsunbury.co.uk/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
J&S Products Limited,https://hofmann-megaplan.co.uk/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
Zenith S.A.S. Limited,http://www.zenithstructural.com/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
LMG Jewellery Limited,https://www.personaljewelleryservice.com/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
Watkins M & E Group Ltd,https://watkins.co.uk/,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
The PiXL Club Limited,https://www.pixl.org.uk/,,Primary education,Medium (turnover ≤£36m)
St. Cedd's School Educational Trust Limited,http://www.stcedds.co.uk/,,Primary education,Medium (turnover ≤£36m)
Strangford College,https://www.strangfordcollege.net/,,General secondary education,Medium (turnover ≤£36m)
Avado Learning Limited,https://www.avadolearning.com/,,Technical and vocational secondary education,Medium (turnover ≤£36m)
Argyll College UHI Ltd.,https://www.argyll.uhi.ac.uk/,,Post-secondary non-tertiary education,Medium (turnover ≤£36m)
Leeds Ventures Limited,https://www.leeds.ac.uk/,,Other education n.e.c.,Medium (turnover ≤£36m)
Access Training (Wales) Limited,https://www.accesstraininguk.co.uk/,,Other education n.e.c.,Medium (turnover ≤£36m)
Finborough School Limited,https://www.finboroughschool.co.uk/,,Other education n.e.c.,Medium (turnover ≤£36m)
Hallmark Care Homes (Caldicot) Limited,https://www.hallmarkcarehomes.co.uk/,,Medical nursing home activities,Medium (turnover ≤£36m)
Hallmark Care Homes (Cardiff) Limited,https://www.hallmarkcarehomes.co.uk/care-homes/cardiff/,,Medical nursing home activities,Medium (turnover ≤£36m)
Hallmark Care Homes (Pentwyn) Limited,https://www.hallmarkcarehomes.co.uk/care-homes/essex/,,Medical nursing home activities,Medium (turnover ≤£36m)
Hallmark Care Homes (SW19) Limited,https://www.hallmarkcarehomes.co.uk/care-homes/london/kew-house/,,Medical nursing home activities,Medium (turnover ≤£36m)
Hallmark Care Homes (Bute Town) Limited,https://www.hallmarkcarehomes.co.uk/care-homes/essex/hutton-view/,,Medical nursing home activities,Medium (turnover ≤£36m)
Abbotsford Care (Glenrothes) Limited,https://www.abbotsford-care.co.uk/,,Medical nursing home activities,Medium (turnover ≤£36m)
Hallmark Care Homes (Brighton) Ltd,https://www.hallmarkcarehomes.co.uk/care-homes/essex/anisha-grange/,,Medical nursing home activities,Medium (turnover ≤£36m)
Opus Care Limited,https://opuscare.co.uk/,,Medical nursing home activities,Medium (turnover ≤£36m)
Invicta Health Community Interest Company,https://invictahealth.co.uk/,,General medical practice activities,Medium (turnover ≤£36m)
NEMS Community Benefit Services Limited,https://nemscbs.net/,,General medical practice activities,Medium (turnover ≤£36m)
Salford Primary Care Together CIC,https://salfordprimarycaretogether.co.uk/,,General medical practice activities,Medium (turnover ≤£36m)
Dumbledore Dental Care Limited,https://southcliffdentalgroup.com/,,Dental practice activities,Medium (turnover ≤£36m)
T.L. Care Limited,https://www.tlcwirral.co.uk/,,Other human health activities,Medium (turnover ≤£36m)
Thomas Owen Care Limited,https://thomasowencare.co.uk/,,Other human health activities,Medium (turnover ≤£36m)
Hill Care Limited,https://www.hillcare.net/,,Other human health activities,Medium (turnover ≤£36m)
Coventry and Warwickshire Mind,https://cwmind.org.uk/,,Other human health activities,Medium (turnover ≤£36m)
Attodiagnostics Ltd,https://www.attodiagnostics.com/,,Other human health activities,Medium (turnover ≤£36m)
Teladoc Health UK Ltd,https://teladochealth.org.uk/,,Other human health activities,Medium (turnover ≤£36m)
Westward Care Limited,https://www.westwardcare.co.uk/,,Other human health activities,Medium (turnover ≤£36m)
King's Fertility Limited,https://kingsfertility.co.uk/,,Other human health activities,Medium (turnover ≤£36m)
Connected Health (Care NI) Limited,https://connected-health.co.uk/,,Other human health activities,Medium (turnover ≤£36m)
Hallmark Care Homes (Tunbridge Wells) Limited,https://www.hallmarkcarehomes.co.uk/care-homes/kent/chamberlain-court/,,Residential nursing care facilities,Medium (turnover ≤£36m)
Hill Care 1 Limited,https://www.hillcare.net/,,Residential nursing care facilities,Medium (turnover ≤£36m)
Hestia Care Homes Limited,http://hestiacare.co.uk/,,Residential nursing care facilities,Medium (turnover ≤£36m)
Athena Care Homes (Gaywood) Limited,https://www.athenacarehomes.co.uk/,,Residential nursing care facilities,Medium (turnover ≤£36m)
Weston Park Care Limited,https://capitalcaregroup.co.uk/our-homes/weston-park-care-home/,,Residential nursing care facilities,Medium (turnover ≤£36m)
St Philips Care Caledonia Limited,https://www.stphilipscare.com/,,Residential nursing care facilities,Medium (turnover ≤£36m)
Ariya Neuro Care (Residential) Limited,http://www.ariya-neurocare.com/,,Residential nursing care facilities,Medium (turnover ≤£36m)
Healthcare Ireland (No.2) Limited,http://www.healthcareirelandgroup.com/,,Residential nursing care facilities,Medium (turnover ≤£36m)
Athena Care Homes (Monmouth) Limited,https://www.athenacarehomes.co.uk/,,Residential nursing care facilities,Medium (turnover ≤£36m)
Morningside Manor Limited,https://lindemann.healthcare/,,Residential nursing care facilities,Medium (turnover ≤£36m)
LDC Care Company Ltd,https://www.ldccare.co.uk/,,Residential care activities for the elderly and disabled,Medium (turnover ≤£36m)
Consultus Care and Nursing Ltd,https://www.consultuscare.com/,,Residential care activities for the elderly and disabled,Medium (turnover ≤£36m)
GCH (Alan Morkill House) Limited,https://www.goldcarehomes.com/,,Residential care activities for the elderly and disabled,Medium (turnover ≤£36m)
Ashton Lodge Limited,https://ashtonlodgeofsunbury.co.uk/,,Residential care activities for the elderly and disabled,Medium (turnover ≤£36m)
LDC Group Ltd,https://www.ldccare.co.uk/,,Residential care activities for the elderly and disabled,Medium (turnover ≤£36m)
Camphill Community Glencraig,https://www.glencraig.org.uk/,,Other residential care activities n.e.c.,Medium (turnover ≤£36m)
Lindemann Healthcare Limited,https://lindemann.healthcare/,,Other residential care activities n.e.c.,Medium (turnover ≤£36m)
The Players Club UK Limited,https://napoleons-casinos.co.uk/,,Gambling and betting activities,Medium (turnover ≤£36m)
The A & S Leisure Group Limited,https://napoleons-casinos.co.uk/,,Gambling and betting activities,Medium (turnover ≤£36m)
YMCA Newark and Sherwood,https://ymcanewarksherwood.org/,,Operation of sports facilities,Medium (turnover ≤£36m)
The Lakeland Climbing Centre Limited,https://lakelandclimbingcentres.co.uk/,,Operation of sports facilities,Medium (turnover ≤£36m)
Rotherham United Football Club (RUFC) Limited,http://www.themillers.co.uk/,,Activities of sport clubs,Medium (turnover ≤£36m)
MSG Life Limited,https://www.msg-global.com/,,Fitness facilities,Medium (turnover ≤£36m)
Cavern City Tours Limited,https://www.cavernclub.com/,,Other amusement and recreation activities n.e.c.,Medium (turnover ≤£36m)
Movie House Cinemas Limited,https://www.moviehouse.co.uk/,,Other amusement and recreation activities n.e.c.,Medium (turnover ≤£36m)
Lee Abbey Fellowship,https://leeabbeydevon.org.uk/,,Activities of religious organizations,Medium (turnover ≤£36m)
GL Attractions Limited,https://www.attractionsnearme.co.uk/,,Other service activities n.e.c.,Medium (turnover ≤£36m)
E3D-Online Limited,https://e3d-online.com/,,Other service activities n.e.c.,Medium (turnover ≤£36m)
Beech Restaurants Limited,https://www.beechrestaurants.com,,Unlicensed restaurants and cafes,Medium (turnover ≤£36m)
Uniexpress Limited,https://uniexpress.co.uk,,Other business support service activities n.e.c.,Medium (turnover ≤£36m)
Willowbrook Foods Limited,https://willowbrookfoods.co.uk/,,Other processing and preserving of fruit and vegetables,Medium (turnover ≤£36m)
Swiis Foster Care Scotland Limited,https://www.swiisfostercarescotland.com/,,Other social work activities without accommodation n.e.c.,Medium (turnover ≤£36m)
Chandler & Dunn Limited,http://www.chandleranddunn.co.uk/,,Mixed farming,Large (turnover >£36m or public co.)
Langmead Herbs Limited,https://www.langmeadherbs.co.uk/,,"Growing of cereals (except rice), leguminous crops and oil seeds",Large (turnover >£36m or public co.)
Caledonian Properties Limited,https://www.caledonianproperties.co.uk/,,"Growing of cereals (except rice), leguminous crops and oil seeds",Large (turnover >£36m or public co.)
"The Allynugger Tea Company, Limited",https://www.duncanlawrie.com/,,"Growing of cereals (except rice), leguminous crops and oil seeds",Large (turnover >£36m or public co.)
Fawley Farms Limited,https://www.fawleyfarms.co.uk/,,Raising of swine/pigs,Large (turnover >£36m or public co.)
Nicholson Nurseries Limited,https://www.nicholsonsgb.com/,,Support services to forestry,Large (turnover >£36m or public co.)
Stonegate Farmers Limited,https://www.stonegate.co.uk/,,Raising of poultry,Large (turnover >£36m or public co.)
Country Fresh Pullets Limited,https://www.countryfreshpullets.com/,,Raising of sheep and  goats,Large (turnover >£36m or public co.)
Dairy Consulting Limited,https://www.kiteconsulting.com/,,Support activities for animal production (other than farm animal boarding and care) n.e.c.,Large (turnover >£36m or public co.)
Agrial Fresh Farms Ltd,https://agrialfreshproduce.co.uk/,,"Growing of vegetables and melons, roots and tubers",Large (turnover >£36m or public co.)
Thrive Renewables (Severn) Limited,https://www.thriverenewables.co.uk/,,Production of electricity,Large (turnover >£36m or public co.)
ConocoPhillips (U.K.) Teesside Operator Limited,http://www.conocophillips.co.uk/,,Support activities for petroleum and natural gas extraction,Large (turnover >£36m or public co.)
Neo Energy (SNS) Limited,https://www.neweuropeanoffshore.com/,,Support activities for petroleum and natural gas extraction,Large (turnover >£36m or public co.)
KCA Deutag Rig Design Services Limited,http://www.kcadeutag.com/,,Extraction of crude petroleum,Large (turnover >£36m or public co.)
Suez Recycling and Recovery Lancashire Ltd,https://www.suez.co.uk/en-gb,,Collection of non-hazardous waste,Large (turnover >£36m or public co.)
Biffa (West Sussex) Recycling Limited,https://www.biffa.co.uk/,,Collection of non-hazardous waste,Large (turnover >£36m or public co.)
Landfill Management Limited,https://www.fccenvironment.co.uk/,,Treatment and disposal of non-hazardous waste,Large (turnover >£36m or public co.)
Pinden Limited,http://www.pinden.co.uk,,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",Large (turnover >£36m or public co.)
Capricorn Resources Management Limited,https://www.capricornenergy.com/,,Extraction of crude petroleum,Large (turnover >£36m or public co.)
Glass Recycling (UK) Limited,http://www.glassrecycle.co.uk/,,Treatment and disposal of non-hazardous waste,Large (turnover >£36m or public co.)
Eco Sustainable Solutions Limited,https://www.thisiseco.co.uk/,,Production of electricity,Large (turnover >£36m or public co.)
South Kyle Wind Farm Limited,http://www.vattenfall.com/,,Production of electricity,Large (turnover >£36m or public co.)
Dolphin Solutions Ltd,https://www.dolphinsolutions.co.uk/,,Manufacture of taps and valves,Large (turnover >£36m or public co.)
Joules Brewery Limited,http://joulesbrewery.co.uk/,,Manufacture of beer,Large (turnover >£36m or public co.)
Voith Paper Limited,https://voith.com/,,Manufacture of machinery for paper and paperboard production,Large (turnover >£36m or public co.)
McCalls Special Products Limited,https://macalloy.com/,,Manufacture of metal structures and parts of structures,Large (turnover >£36m or public co.)
Eurotherm Limited,http://www.eurotherm.co.uk/,,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",Large (turnover >£36m or public co.)
Viasat UK Limited,https://www.viasat.com/,,Manufacture of computers and peripheral equipment,Large (turnover >£36m or public co.)
