company,url,flag,industry,size
W.B. Griffiths & Son Limited,https://wbgriffiths.co.uk/,,Construction of commercial buildings,Medium (turnover ≤£36m)
Lotus Homes (UK) Limited,https://www.lotushomes.com/,,Construction of domestic buildings,Medium (turnover ≤£36m)
Mayo Civil Engineering Limited,https://mayocivils.com/,,Construction of commercial buildings,Medium (turnover ≤£36m)
Conservation Builders Limited,https://www.conservationbuilders.co.uk/,,Construction of domestic buildings,Medium (turnover ≤£36m)
Menta Regeneration II Limited,http://www.menta.co.uk/,,Construction of domestic buildings,Medium (turnover ≤£36m)
Hannafin Contractors Limited,https://www.hannafin.co.uk/,,Construction of commercial buildings,Medium (turnover ≤£36m)
Alskea Ltd,https://www.alskea.com/,,Construction of domestic buildings,Medium (turnover ≤£36m)
Norcon Construction Ltd,https://norconconstruction.co.uk/,,Construction of domestic buildings,Medium (turnover ≤£36m)
A. & E. Elkins Limited,https://www.elkinsconstruction.co.uk/,,Construction of domestic buildings,Medium (turnover ≤£36m)
O'Hanlon & Farrell Contracts Ltd,http://www.ohanlonfarrell.com/,,Construction of domestic buildings,Medium (turnover ≤£36m)
Pert Bruce Construction Limited,https://www.pertbruce.co.uk/,,Construction of commercial buildings,Medium (turnover ≤£36m)
C. Wynne & Sons Limited,http://www.wynneconstruction.co.uk/,,Construction of commercial buildings,Medium (turnover ≤£36m)
Kitchen Civils Limited,https://www.kitchencivils.co.uk/,,Construction of roads and motorways,Medium (turnover ≤£36m)
Fox Building & Engineering Ltd,https://www.fox-contracts.com/,,Construction of roads and motorways,Medium (turnover ≤£36m)
Active Tunnelling Limited,http://www.activetunnelling.com/,,Construction of utility projects for electricity and telecommunications,Medium (turnover ≤£36m)
Reach Active Limited,http://www.reachactive.com/,,Construction of other civil engineering projects n.e.c.,Medium (turnover ≤£36m)
Ovenden Earthmoving Co Ltd,https://www.ovenden.biz/,,Construction of other civil engineering projects n.e.c.,Medium (turnover ≤£36m)
Hampsey Limited,http://www.hampseyltd.com/,,Construction of other civil engineering projects n.e.c.,Medium (turnover ≤£36m)
Macdonald Groundworks Ltd,https://www.mglcontractors.com/,,Construction of other civil engineering projects n.e.c.,Medium (turnover ≤£36m)
R.J. Howard Engineers Limited,https://rjhoward.co.uk/,,Construction of other civil engineering projects n.e.c.,Medium (turnover ≤£36m)
M & A Doocey Civil Engineering Limited,http://www.dooceygroup.co.uk/,,Construction of other civil engineering projects n.e.c.,Medium (turnover ≤£36m)
Agetur (U.K.) Limited,https://www.agetur.co.uk/,,Construction of other civil engineering projects n.e.c.,Medium (turnover ≤£36m)
LMD Vacuum Excavation Limited,http://lmdvacuumexcavation.co.uk/,,Construction of other civil engineering projects n.e.c.,Medium (turnover ≤£36m)
C Watkins Plumbing Limited,https://watkins.co.uk/,,Electrical installation,Medium (turnover ≤£36m)
Halsion Limited,http://www.halsion.com/,,Electrical installation,Medium (turnover ≤£36m)
ARH Group Limited,https://arh-group.co.uk/,,Electrical installation,Medium (turnover ≤£36m)
Stothers (M. & E.) Limited,https://stothersm-e.co.uk/,,Electrical installation,Medium (turnover ≤£36m)
F B Taylor (Cable Contractors) Limited,http://www.fbtaylor.co.uk/,,Electrical installation,Medium (turnover ≤£36m)
Antrim Electrical & Mechanical Engineers Limited,https://www.aem-ltd.com/,,Electrical installation,Medium (turnover ≤£36m)
Dyson Energy Services Ltd.,https://dysonenergyservices.co.uk/,,Electrical installation,Medium (turnover ≤£36m)
C-URB 6 Ltd,https://www.curb.scot/,,Electrical installation,Medium (turnover ≤£36m)
Yorkshire Building Services Limited,http://www.ybsltd.co.uk/,,Electrical installation,Medium (turnover ≤£36m)
Midwest Mechanical and Electrical Services Limited,https://midwest.co.uk/,,Electrical installation,Medium (turnover ≤£36m)
800 Limited,https://www.800group.net/,,Electrical installation,Medium (turnover ≤£36m)
YBS Holdings Limited,https://ybsltd.co.uk/,,"Plumbing, heat and air-conditioning installation",Medium (turnover ≤£36m)
E Plan Energy Limited,http://www.eplanenergy.com,,"Plumbing, heat and air-conditioning installation",Medium (turnover ≤£36m)
H & A Mechanical Services Limited,https://thehagroup.com/,,"Plumbing, heat and air-conditioning installation",Medium (turnover ≤£36m)
Nigel Smith Plumbing and Mechanical Services Ltd,https://nsmithplumbing.co.uk/,,"Plumbing, heat and air-conditioning installation",Medium (turnover ≤£36m)
Box & Charnock Limited,https://boxcharnock.com/,,"Plumbing, heat and air-conditioning installation",Medium (turnover ≤£36m)
Togel Contractors Limited,https://togel.co.uk/,,Other construction installation,Medium (turnover ≤£36m)
Rilmac Insulation Limited,http://www.rilmac.co.uk/insulation/,,Other construction installation,Medium (turnover ≤£36m)
Walsin Limited,https://www.walsin.co.uk/,,Glazing,Medium (turnover ≤£36m)
Flynn Interiors Limited,https://flynninteriors.co.uk/,,Other building completion and finishing,Medium (turnover ≤£36m)
Permaroof (UK) Limited,https://www.permaroof.co.uk/,,Other specialised construction activities n.e.c.,Medium (turnover ≤£36m)
Kilhan Construction Ltd,https://kilhan-construction.co.uk/,,Other specialised construction activities n.e.c.,Medium (turnover ≤£36m)
Forsyth of Denny Limited,http://www.forsythofdenny.co.uk/,,Other specialised construction activities n.e.c.,Medium (turnover ≤£36m)
Mark One Hire Limited,https://www.mark1hire.co.uk/,,Other specialised construction activities n.e.c.,Medium (turnover ≤£36m)
M. Clarke & Sons Contracts Limited,https://mclarke.co.uk/,,Other specialised construction activities n.e.c.,Medium (turnover ≤£36m)
ABS Brymar Floors Limited,https://www.absbrymarfloors.co.uk/,,Other specialised construction activities n.e.c.,Medium (turnover ≤£36m)
Tynlon Garage Limited,https://www.tynlon.co.uk/,,Sale of new cars and light motor vehicles,Medium (turnover ≤£36m)
M53 Motors Limited,https://www.groupm53.co.uk/,,Sale of new cars and light motor vehicles,Medium (turnover ≤£36m)
Richmond Cars (Botley) Ltd,https://www.richmondmotorgroup.com/,,Sale of new cars and light motor vehicles,Medium (turnover ≤£36m)
Windsors (Wallasey) Limited,https://www.windsors.uk.com/,,Sale of new cars and light motor vehicles,Medium (turnover ≤£36m)
Stewart Longton Caravans Limited,http://www.stewartlongton.co.uk/,,Sale of new cars and light motor vehicles,Medium (turnover ≤£36m)
Edward P. Wright Ltd.,https://www.eddiewright.co.uk/,,Sale of used cars and light motor vehicles,Medium (turnover ≤£36m)
Watts Truck & Van Limited,https://www.wattstvc.co.uk/,,Sale of other motor vehicles,Medium (turnover ≤£36m)
Paul McGowan Grab Hire Limited,http://paulmcgowan.co.uk/,,Maintenance and repair of motor vehicles,Medium (turnover ≤£36m)
Hilton Limited,https://hiltonaccidentrepair.co.uk/,,Maintenance and repair of motor vehicles,Medium (turnover ≤£36m)
LVW Group Limited,https://www.lvw-parts.co.uk/,,Wholesale trade of motor vehicle parts and accessories,Medium (turnover ≤£36m)
Cambrian Tyres Ltd.,https://www.cambriantyres.co.uk/,,Wholesale trade of motor vehicle parts and accessories,Medium (turnover ≤£36m)
Rider Motorcycles Limited,https://www.wheelsmotorcycles.co.uk/,,"Sale, maintenance and repair of motorcycles and related parts and accessories",Medium (turnover ≤£36m)
Michael Weinig (UK) Limited,http://www.weinig.co.uk/,,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",Medium (turnover ≤£36m)
Henley Bridge Ingredients Limited,https://hbingredients.co.uk/,,"Agents involved in the sale of food, beverages and tobacco",Medium (turnover ≤£36m)
Sykes House Farm Limited,https://www.sykeshousefarm.co.uk/,,Wholesale of meat and meat products,Medium (turnover ≤£36m)
Baird Foods Limited,https://bairdfoods.co.uk/,,Wholesale of meat and meat products,Medium (turnover ≤£36m)
Libra Drinks Wholesale Limited,https://www.libradrinks.co.uk/,,"Wholesale of wine, beer, spirits and other alcoholic beverages",Medium (turnover ≤£36m)
Yeoh Saxton-Pizzie Limited,https://www.wholegood.co.uk/,,"Wholesale of other food, including fish, crustaceans and molluscs",Medium (turnover ≤£36m)
Icefresh Foods Limited,https://www.icefresh-foods.co.uk/,,"Wholesale of other food, including fish, crustaceans and molluscs",Medium (turnover ≤£36m)
Top Active Ltd,http://www.hatov.com/,,"Non-specialised wholesale of food, beverages and tobacco",Medium (turnover ≤£36m)
Direct Wholesale Foods (London) Limited,https://directwholesalefoods.com/,,"Non-specialised wholesale of food, beverages and tobacco",Medium (turnover ≤£36m)
Vesey UK Limited,https://veseyuk.com/,,Wholesale of clothing and footwear,Medium (turnover ≤£36m)
Ian A Kernohan (NI) Limited,http://www.iakonline.com/,,"Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)",Medium (turnover ≤£36m)
D&M Audiovisual Ltd,https://www.denon.com/en-gb/,,"Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)",Medium (turnover ≤£36m)
F.D.D. International Limited,https://www.fddinternational.co.uk/,,Wholesale of perfume and cosmetics,Medium (turnover ≤£36m)
Refy Beauty Ltd,https://refybeauty.com/,,Wholesale of perfume and cosmetics,Medium (turnover ≤£36m)
Intermedical (UK) Ltd,https://www.intermedical.co.uk/,,Wholesale of pharmaceutical goods,Medium (turnover ≤£36m)
Ypsomed Limited,http://www.ypsomed.co.uk/,,Wholesale of pharmaceutical goods,Medium (turnover ≤£36m)
Pharmacy Supplies Limited,https://www.pharmacy-supplies.com/,,Wholesale of pharmaceutical goods,Medium (turnover ≤£36m)
The Furnishing Service Limited,http://www.tfs.direct/,,"Wholesale of furniture, carpets and lighting equipment",Medium (turnover ≤£36m)
Dean Electrical Wholesale Ltd.,https://www.deanelectrical.co.uk/,,Wholesale of household goods (other than musical instruments) n.e.c.,Medium (turnover ≤£36m)
ACS Technology Group Ltd,https://www.acsgroup.co.uk/,,"Wholesale of computers, computer peripheral equipment and software",Medium (turnover ≤£36m)
Greensafe IT Limited,https://greensafeit.com/,,"Wholesale of computers, computer peripheral equipment and software",Medium (turnover ≤£36m)
Puretech Electrical Products Ltd,https://puretechsecurity.co.uk/,,Wholesale of electronic and telecommunications equipment and parts,Medium (turnover ≤£36m)
Power Electronics Corp UK Ltd,https://www.power-electronics.org.uk/,,Wholesale of electronic and telecommunications equipment and parts,Medium (turnover ≤£36m)
R.F.S. (UK) Limited,https://www.rfsworld.com/,,Wholesale of electronic and telecommunications equipment and parts,Medium (turnover ≤£36m)
ISN Europe Limited,https://www.isn-europe.co.uk/,,Wholesale of machine tools,Medium (turnover ≤£36m)
Lloyd & Jones Engineers Limited,https://www.lloyd-jones.com/,,Wholesale of other machinery and equipment,Medium (turnover ≤£36m)
Wera Tools (UK) Limited,http://www.wera-tools.co.uk/,,Wholesale of other machinery and equipment,Medium (turnover ≤£36m)
U.K.F. Stainless Limited,https://www.ukf-group.com/,,Wholesale of metals and metal ores,Medium (turnover ≤£36m)
Hill Steels Limited,http://www.hillsteels.com/,,Wholesale of metals and metal ores,Medium (turnover ≤£36m)
NSI Group Limited,https://www.nsigroup.co.uk/,,Wholesale of metals and metal ores,Medium (turnover ≤£36m)
Azpects Limited,https://www.azpects.co.uk/,,"Wholesale of wood, construction materials and sanitary equipment",Medium (turnover ≤£36m)
Tozerplan Limited,http://www.ealingboardsandtimber.co.uk/,,"Wholesale of wood, construction materials and sanitary equipment",Medium (turnover ≤£36m)
Danfast Limited,http://www.danfast.co.uk/,,"Wholesale of hardware, plumbing and heating equipment and supplies",Medium (turnover ≤£36m)
"B. Danby & Co, Limited",https://danbys.co.uk/,,"Wholesale of hardware, plumbing and heating equipment and supplies",Medium (turnover ≤£36m)
B.E.S. Limited,https://www.bes.co.uk/,,"Wholesale of hardware, plumbing and heating equipment and supplies",Medium (turnover ≤£36m)
Lawrence Industries Limited,https://www.l-i.co.uk/,,Wholesale of chemical products,Medium (turnover ≤£36m)
Ram Tubulars Scotland Limited,https://www.ramtubulars.co.uk/,,Wholesale of waste and scrap,Medium (turnover ≤£36m)
European Toughened Glass (UK) Limited,http://www.europeanglass.co.uk/,,Non-specialised wholesale trade,Medium (turnover ≤£36m)
Lagan Building Solutions Limited,https://lbsproducts.com/,,Non-specialised wholesale trade,Medium (turnover ≤£36m)
O'Neill Wetsuits Limited,http://www.oneill.com/gb/en/,,Non-specialised wholesale trade,Medium (turnover ≤£36m)
Gemex Limited,http://www.theraphaelcollection.com/,,Non-specialised wholesale trade,Medium (turnover ≤£36m)
GHSL Ltd,https://ghsl.uk/,,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Medium (turnover ≤£36m)
Goulds (Dorchester) Limited,http://www.gouldsstores.co.uk/,,Other retail sale in non-specialised stores,Medium (turnover ≤£36m)
JYSK Limited,https://jysk.co.uk/,,Other retail sale in non-specialised stores,Medium (turnover ≤£36m)
Freshstores Limited,https://www.cadbury-outletshops.co.uk/,,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Medium (turnover ≤£36m)
Morgan Fuel & Lubes Limited,https://morganfuels.com/,,Retail sale of automotive fuel in specialised stores,Medium (turnover ≤£36m)
Hills of Lakeland Limited,http://www.hillsoflakeland.co.uk/,,Retail sale of automotive fuel in specialised stores,Medium (turnover ≤£36m)
C & S Builders Merchants (Stamford Hill) Limited,http://www.csbuildersmerchants.co.uk/,,"Retail sale of hardware, paints and glass in specialised stores",Medium (turnover ≤£36m)
Armatile Limited,https://www.armatile.com/,,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Medium (turnover ≤£36m)
Euro Cucina Limited,https://www.euro-cucina.com/,,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Medium (turnover ≤£36m)
Weatherbeeta Limited,http://www.weatherbeeta.co.uk/,,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",Medium (turnover ≤£36m)
123 Retail Limited,https://www.modainpelle.com/,,Retail sale of footwear in specialised stores,Medium (turnover ≤£36m)
Public Desire Limited,https://www.publicdesire.com/,,Retail sale of footwear in specialised stores,Medium (turnover ≤£36m)
Poplar Nurseries Limited,http://www.poplarnurseries.co.uk/,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Medium (turnover ≤£36m)
Sladmore Gallery Limited,http://sladmore.com/,,Retail sale in commercial art galleries,Medium (turnover ≤£36m)
Lamont Stone Limited,https://www.lamontstone.com/,,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Medium (turnover ≤£36m)
Big Style Fashions Limited,https://www.bigdudeclothing.co.uk/,,Retail sale via mail order houses or via Internet,Medium (turnover ≤£36m)
Plodit Limited,https://thebookbundle.com/,,Retail sale via mail order houses or via Internet,Medium (turnover ≤£36m)
USB International Limited,http://www.usbinternational.com/,,Retail sale via mail order houses or via Internet,Medium (turnover ≤£36m)
OMG How Cheap Ltd,https://www.omghowcheap.co.uk/,,Retail sale via mail order houses or via Internet,Medium (turnover ≤£36m)
Fairway of Course Limited,https://www.golfonline.co.uk/,,"Other retail sale not in stores, stalls or markets",Medium (turnover ≤£36m)
Reays Coaches Limited,http://www.reays.co.uk/,,"Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",Medium (turnover ≤£36m)
Perthshire Glazing Co. Limited,https://mcleodglaziers.co.uk/,,Taxi operation,Medium (turnover ≤£36m)
Green Tomato Cars Limited,https://www.greentomatocars.com/,,Taxi operation,Medium (turnover ≤£36m)
Brunel Carriage Limited,https://www.brunel.com/,,Other passenger land transport,Medium (turnover ≤£36m)
R Barkley & Sons Limited,http://www.rbarkley.net/,,Freight transport by road,Medium (turnover ≤£36m)
DR & FA Ford Transport Limited,https://www.drford.co.uk/,,Freight transport by road,Medium (turnover ≤£36m)
Lime Logistics Limited,https://lime-logistics.co.uk/,,Freight transport by road,Medium (turnover ≤£36m)
Fly By Nite Conferences Limited,https://www.flybynite.co.uk/,,Freight transport by road,Medium (turnover ≤£36m)
J. Fisher & Sons Limited,https://www.jfisherandsonsltd.com/,,Freight transport by road,Medium (turnover ≤£36m)
Cosco Shipping Crystal Logistics (UK) Company Limited,https://www.cosco-logistics.co.uk/,,Freight transport by road,Medium (turnover ≤£36m)
Bimson Haulage Limited,https://bimson.co.uk/,,Freight transport by road,Medium (turnover ≤£36m)
M.T.S Logistics Limited,https://mtslimited.com/,,Freight transport by road,Medium (turnover ≤£36m)
Freight Transport Limited,https://freighttransport.co.uk/,,Freight transport by road,Medium (turnover ≤£36m)
Cosco Shipping Lines (UK) Limited,https://www.cosco.co.uk/,,Freight transport by road,Medium (turnover ≤£36m)
Clugston Distribution Services Limited,http://clugston.co.uk/,,Freight transport by road,Medium (turnover ≤£36m)
The London Heliport Limited,http://www.londonheliport.co.uk/,,Non-scheduled passenger air transport,Medium (turnover ≤£36m)
UK Storage Company (SW) Limited,https://www.ukstoragecompany.co.uk/,,Operation of warehousing and storage facilities for land transport activities,Medium (turnover ≤£36m)
Scorpio UK Limited,http://www.scorpiogroup.net/,,Service activities incidental to water transportation,Medium (turnover ≤£36m)
Suites Hotel Knowsley Limited,https://suiteshotelgroup.com/,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Craigantlet Farms Limited,https://www.lamon.co.uk/,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Loughview Templepatrick Hotel Limited,http://loughviewleisure.com/,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Telford Hotel Limited,https://www.telfordhotelgolfresort.co.uk,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Loughview Leisure Group Limited,https://www.loughviewleisure.com/,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Suites Hotel Holding Limited,https://suiteshotelgroup.com/,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Provenance Hotels Limited,https://www.provenanceinns.com/,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Bed Factory Hotels Limited,https://bedfactorydirect.co.uk/,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Burgh Island Limited,http://www.burghisland.com/,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Elmoreton Limited,https://www.brunswickmoviebowl.com/,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Provenance Inns Limited,https://www.provenanceinns.com/,,Hotels and similar accommodation,Medium (turnover ≤£36m)
Holgates (Caravan Parks) Limited,https://www.holgates.co.uk/,,Holiday centres and villages,Medium (turnover ≤£36m)
Hallmark Healthcare (Holmewood) Limited,http://www.hallmarkhealthcare.co.uk/,,Other accommodation,Medium (turnover ≤£36m)
Commercial Court Inns Limited,http://www.procatering.co.uk/,,Licensed restaurants,Medium (turnover ≤£36m)
Sherwood Restaurants Ltd,http://www.mcdonalds.co.uk/,,Unlicensed restaurants and cafes,Medium (turnover ≤£36m)
Fortuna Enterprises Limited,http://www.fortuna.lk/,,Other food services,Medium (turnover ≤£36m)
Baa Bar Limited,http://www.baabar.co.uk/,,Public houses and bars,Medium (turnover ≤£36m)
Eagle-Glen Limited,http://www.gleneagleadv.com/,,Public houses and bars,Medium (turnover ≤£36m)
Arcturus Publishing Limited,http://www.arcturuspublishing.com,,Book publishing,Medium (turnover ≤£36m)
Label Worx Limited,https://labelworx.com/,,Other publishing activities,Medium (turnover ≤£36m)
Aveva UK 1 Limited,https://www.aveva.com/,,Other software publishing,Medium (turnover ≤£36m)
Lip Sync Post Limited,http://www.lipsyncpost.co.uk/,,"Motion picture, video and television programme post-production activities",Medium (turnover ≤£36m)
FLR Spectron Limited,https://www.flrs.co.uk/,,Wireless telecommunications activities,Medium (turnover ≤£36m)
Bistech PLC,https://bistech.co.uk/,,Other telecommunications activities,Medium (turnover ≤£36m)
Aveva Finance Limited,https://www.aveva.com/,,Business and domestic software development,Medium (turnover ≤£36m)
Digitally Inspired Ltd,https://digitallyinspired.com/,,Business and domestic software development,Medium (turnover ≤£36m)
Be Valued Limited,http://www.bevalued.co.uk/,,Business and domestic software development,Medium (turnover ≤£36m)
Aveva Financing Limited,https://www.aveva.com/,,Business and domestic software development,Medium (turnover ≤£36m)
Ingenta UK Limited,https://www.ingenta.com/,,Business and domestic software development,Medium (turnover ≤£36m)
BluJay Solutions Ltd,https://www.blujaysolutions.com/,,Business and domestic software development,Medium (turnover ≤£36m)
Board M.I.T. Limited,https://www.board.com/en,,Information technology consultancy activities,Medium (turnover ≤£36m)
Quorum Network Resources Ltd.,https://www.qnrl.com/,,Information technology consultancy activities,Medium (turnover ≤£36m)
Right Digital Solutions Limited,https://www.rightdigitalsolutions.com/,,Information technology consultancy activities,Medium (turnover ≤£36m)
BCN Group (Leeds) Ltd,https://bcn.co.uk/,,Information technology consultancy activities,Medium (turnover ≤£36m)
Macs EU Limited,https://macs.eu/,,Information technology consultancy activities,Medium (turnover ≤£36m)
BCN Group Ltd.,https://bcn.co.uk/,,Information technology consultancy activities,Medium (turnover ≤£36m)
Platform Smart Limited,http://www.smartplatforms.co.uk/,,Information technology consultancy activities,Medium (turnover ≤£36m)
Mumsnet Limited,https://www.mumsnet.com/,,Other information technology service activities,Medium (turnover ≤£36m)
IGXGlobal UK Limited,http://igxglobal.com/,,Other information technology service activities,Medium (turnover ≤£36m)
Cheshire Datasystems Limited,https://www.cdl.co.uk/,,Other information technology service activities,Medium (turnover ≤£36m)
Bolt Services UK Limited,https://bolt.eu/en/cities/london/,,Other information technology service activities,Medium (turnover ≤£36m)
CDL Production Services Limited,http://www.cdl.co.uk/,,Other information technology service activities,Medium (turnover ≤£36m)
Vision33 Limited,https://www.vision33.com/en/,,Other information technology service activities,Medium (turnover ≤£36m)
Inspired Technology Services Limited,https://www.inspiredtech.co.uk/,,Other information technology service activities,Medium (turnover ≤£36m)
Cegedim Rx Limited,http://www.cegedim-healthcare.co.uk/,,Other information technology service activities,Medium (turnover ≤£36m)
Vision33 Holdings Limited,http://www.vision33.co.uk/,,Other information technology service activities,Medium (turnover ≤£36m)
CDL Internet Services Limited,http://www.cdl.co.uk/,,Other information technology service activities,Medium (turnover ≤£36m)
Marlborough Investment Management Limited,https://www.marlboroughgroup.com/,,Financial intermediation not elsewhere classified,Medium (turnover ≤£36m)
K.M. Dastur & Co Limited,http://www.kmdastur.co.uk/,,Non-life insurance,Medium (turnover ≤£36m)
B.M. Samuels Finance Group Ltd,https://www.bmsamuels.com/,,Activities auxiliary to financial intermediation n.e.c.,Medium (turnover ≤£36m)
The Consulting Consortium Limited,https://www.tcc.group/,,Activities auxiliary to financial intermediation n.e.c.,Medium (turnover ≤£36m)
Rosebridge Asset Management Limited,https://rosebridgeassetmanagement.com/,,Other activities auxiliary to insurance and pension funding,Medium (turnover ≤£36m)
Aubrey Capital Management Limited,https://www.aubreycm.co.uk/,,Fund management activities,Medium (turnover ≤£36m)
F B Taylor (Holdings) Limited,http://www.fbtaylor.co.uk/,,Other letting and operating of own or leased real estate,Medium (turnover ≤£36m)
Bradleys Estate Agents Ltd.,https://www.bradleys-estate-agents.co.uk/,,Real estate agencies,Medium (turnover ≤£36m)
Rusty - Oak Limited,http://www.rustyoak.com/,,Management of real estate on a fee or contract basis,Medium (turnover ≤£36m)
HCB Solicitors Ltd,http://www.hcbgroup.com/,,Solicitors,Medium (turnover ≤£36m)
Raffingers Advisory Limited,http://raffingers.co.uk/,,Accounting and auditing activities,Medium (turnover ≤£36m)
Box & Charnock Holdings Ltd,https://boxcharnock.com/,,Activities of head offices,Medium (turnover ≤£36m)
Be Group Holdings (UK) Limited,https://www.thebegroup.co.uk/,,Activities of head offices,Medium (turnover ≤£36m)
Kilmona Group Limited,https://kilmonaholdings.com/,,Activities of head offices,Medium (turnover ≤£36m)
Athena Care Homes (UK) Limited,https://www.athenacarehomes.co.uk/,,Activities of head offices,Medium (turnover ≤£36m)
S J R Holdings Limited,http://www.sjroberts.com/,,Activities of head offices,Medium (turnover ≤£36m)
Hallmark Care Homes Group Limited,https://www.hallmarkcarehomes.co.uk/,,Activities of head offices,Medium (turnover ≤£36m)
Hill Care 2 Limited,https://www.hillcare.net/,,Activities of head offices,Medium (turnover ≤£36m)
Danby Holdings Limited,https://danbys.co.uk/,,Activities of head offices,Medium (turnover ≤£36m)
Calex UK Ltd,http://www.calexuk.com/,,Management consultancy activities other than financial management,Medium (turnover ≤£36m)
I3Works Ltd,https://www.i3works.co.uk/,,Management consultancy activities other than financial management,Medium (turnover ≤£36m)
Outset Limited,https://www.outsetuk.com/,,Management consultancy activities other than financial management,Medium (turnover ≤£36m)
Innoval Technology Limited,https://www.innovaltec.com/,,Management consultancy activities other than financial management,Medium (turnover ≤£36m)
University of Leeds IP Limited,https://www.leeds.ac.uk/,,Management consultancy activities other than financial management,Medium (turnover ≤£36m)
Tindle Wealth Management Limited,https://www.tindlewealth.com/,,Financial management,Medium (turnover ≤£36m)
Champions (UK) PLC,https://championsukplc.com/,,Management consultancy activities other than financial management,Medium (turnover ≤£36m)
Hawkins Brown Design Limited,http://www.hawkinsbrown.com/,,Architectural activities,Medium (turnover ≤£36m)
Frankham Consultancy Group Limited,http://www.frankham.com/,,Other engineering activities,Medium (turnover ≤£36m)
Oxford Space Systems Limited,http://www.oxford.space/,,Other engineering activities,Medium (turnover ≤£36m)
Attolife Ltd,https://www.attolife.co.uk/,,Other research and experimental development on natural sciences and engineering,Medium (turnover ≤£36m)
One Health Communications Limited,https://www.onehealthcomms.co.uk/,,Advertising agencies,Medium (turnover ≤£36m)
A10 Networks Limited,https://www.a10networks.com/,,Advertising agencies,Medium (turnover ≤£36m)
Demo TV Limited,https://www.dtvgroup.co.uk/,,Advertising agencies,Medium (turnover ≤£36m)
Defaqto Ltd,https://www.defaqto.com/,,Market research and public opinion polling,Medium (turnover ≤£36m)
Big Sky Partnership Limited,https://www.bigskylondon.com/,,Photographic activities not elsewhere classified,Medium (turnover ≤£36m)
Advanced Demand Side Management Limited,https://www.adsm.com/,,"Other professional, scientific and technical activities n.e.c.",Medium (turnover ≤£36m)
Frontier IP Limited,https://www.frontierip.co.uk/,,"Other professional, scientific and technical activities n.e.c.",Medium (turnover ≤£36m)
Mer Fleet Services Limited,https://uk.mer.eco/,,"Other professional, scientific and technical activities n.e.c.",Medium (turnover ≤£36m)
Kitchen Civils (Holdings) Limited,https://www.kitchencivils.co.uk/,,Renting and leasing of construction and civil engineering machinery and equipment,Medium (turnover ≤£36m)
The Hireman (London) Limited,https://thehireman.co.uk/,,Renting and leasing of construction and civil engineering machinery and equipment,Medium (turnover ≤£36m)
KDM Hire Ltd,https://www.kdmhire.com/,,Renting and leasing of construction and civil engineering machinery and equipment,Medium (turnover ≤£36m)
Portable Space Limited,https://www.portablespace.co.uk/,,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Medium (turnover ≤£36m)
Careermakers Recruitment (UK) Ltd,http://www.career-makers.co.uk/,,Other activities of employment placement agencies,Medium (turnover ≤£36m)
Waypoint Global Limited,https://www.waypointglobal.co.uk/,,Other activities of employment placement agencies,Medium (turnover ≤£36m)
Madigangill Resource Limited,http://www.madigangill.co.uk/,,Other activities of employment placement agencies,Medium (turnover ≤£36m)
Portfolio Payroll Limited,http://www.portfoliopayroll.com/,,Other activities of employment placement agencies,Medium (turnover ≤£36m)
Dasa Umbrella Limited,https://dasa-umbrella.co.uk/,,Other activities of employment placement agencies,Medium (turnover ≤£36m)
NL Group Limited,https://nlgroup.co.uk/,,Other activities of employment placement agencies,Medium (turnover ≤£36m)
Aspire People Limited,https://www.aspirepeople.co.uk/,,Other activities of employment placement agencies,Medium (turnover ≤£36m)
Caval Limited,https://www.caval.co.uk/,,Temporary employment agency activities,Medium (turnover ≤£36m)
Apollo Home Healthcare Limited,http://www.apollohomehealthcare.com/,,Temporary employment agency activities,Medium (turnover ≤£36m)
Boost Pay Limited,https://www.boostpay.co.uk/,,Temporary employment agency activities,Medium (turnover ≤£36m)
Skytrail Limited,https://www.skytrail.com/,,Travel agency activities,Medium (turnover ≤£36m)
JTB Europe Limited,https://jtbbusinesstravel.com/,,Tour operator activities,Medium (turnover ≤£36m)
